signal_date,eval_date,strategy,ticker,signal,prev,close,high,pct_high,pct_close,wl,status
2026-05-17,2026-05-18,swing,BTPN.JK,PRE_MARKUP,2270.0,2310.0,2380.0,4.85,1.76,W,evaluated
2026-05-17,2026-05-18,swing,CFIN.JK,PRE_MARKUP,348.0,342.0,348.0,0.0,-1.72,L,evaluated
2026-05-17,2026-05-18,swing,CLPI.JK,PRE_MARKUP,1635.0,1600.0,1630.0,-0.31,-2.14,L,evaluated
2026-05-17,2026-05-18,swing,DMAS.JK,PRE_MARKUP,152.0,154.0,156.0,2.63,1.32,W,evaluated
2026-05-17,2026-05-18,swing,EPMT.JK,PRE_MARKUP,2380.0,2380.0,2390.0,0.42,0.0,L,evaluated
2026-05-17,2026-05-18,swing,GJTL.JK,PRE_MARKUP,1230.0,1200.0,1240.0,0.81,-2.44,L,evaluated
2026-05-17,2026-05-18,swing,KONI.JK,PRE_MARKUP,3390.0,2890.0,3390.0,0.0,-14.75,L,evaluated
2026-05-17,2026-05-18,swing,MAPI.JK,PRE_MARKUP,1475.0,1485.0,1495.0,1.36,0.68,W,evaluated
2026-05-17,2026-05-18,swing,MLBI.JK,PRE_MARKUP,6125.0,5925.0,6025.0,-1.63,-3.27,L,evaluated
2026-05-17,2026-05-18,swing,MPMX.JK,PRE_MARKUP,1010.0,1005.0,1010.0,0.0,-0.5,L,evaluated
2026-05-17,2026-05-18,swing,PANS.JK,PRE_MARKUP,1735.0,1720.0,1735.0,0.0,-0.86,L,evaluated
2026-05-17,2026-05-18,swing,SRSN.JK,PRE_MARKUP,72.0,71.0,73.0,1.39,-1.39,L,evaluated
2026-05-17,2026-05-18,swing,POWR.JK,PRE_MARKUP,770.0,775.0,790.0,2.6,0.65,W,evaluated
2026-05-17,2026-05-18,swing,PRDA.JK,PRE_MARKUP,2550.0,2670.0,2890.0,13.33,4.71,W,evaluated
2026-05-17,2026-05-18,swing,MARK.JK,PRE_MARKUP,865.0,850.0,865.0,0.0,-1.73,L,evaluated
2026-05-17,2026-05-18,swing,MORA.JK,PRE_MARKUP,6875.0,6575.0,6900.0,0.36,-4.36,L,evaluated
2026-05-17,2026-05-18,swing,PBID.JK,PRE_MARKUP,555.0,550.0,555.0,0.0,-0.9,L,evaluated
2026-05-17,2026-05-18,swing,GHON.JK,PRE_MARKUP,1815.0,1800.0,1815.0,0.0,-0.83,L,evaluated
2026-05-17,2026-05-18,swing,PGJO.JK,PRE_MARKUP,880.0,945.0,965.0,9.66,7.39,W,evaluated
2026-05-17,2026-05-18,swing,TAMA.JK,PRE_MARKUP,234.0,240.0,240.0,2.56,2.56,W,evaluated
2026-05-17,2026-05-18,swing,UVCR.JK,PRE_MARKUP,232.0,224.0,232.0,0.0,-3.45,L,evaluated
2026-05-17,2026-05-18,swing,BSML.JK,PRE_MARKUP,418.0,420.0,420.0,0.48,0.48,W,evaluated
2026-05-17,2026-05-18,swing,HYGN.JK,PRE_MARKUP,160.0,157.0,165.0,3.12,-1.88,L,evaluated
2026-05-17,2026-05-18,swing,FORE.JK,PRE_MARKUP,980.0,985.0,1015.0,3.57,0.51,W,evaluated
2026-05-17,2026-05-18,swing,MDLA.JK,PRE_MARKUP,220.0,220.0,222.0,0.91,0.0,L,evaluated
2026-05-17,2026-05-18,swing,DKHH.JK,PRE_MARKUP,75.0,80.0,87.0,16.0,6.67,W,evaluated
2026-05-17,2026-05-18,swing,ASPI.JK,PRE_MARKUP,520.0,494.0,520.0,0.0,-5.0,L,evaluated
2026-05-17,2026-05-18,swing,FAPA.JK,PRE_MARKUP,7200.0,7125.0,7200.0,0.0,-1.04,L,evaluated
2026-05-17,2026-05-18,swing,ADRO.JK,PRE_MARKUP,2520.0,2460.0,2510.0,-0.4,-2.38,L,evaluated
